SYMBOL,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE,SECURITY CODE,ISSUER NAME,SECURITY ID,SECURITY NAME,STATUS,GROUP,ISIN NO,INDUSTRY,INSTRUMENT,SECTOR NAME,INDUSTRY NEW NAME,IGROUP NAME,ISUBGROUP NAME
KIRLOFERRLR,Kirloskar Ferrous Industries Ltd.,,,,,,0.05,750386,Kirloskar Ferrous Industries Ltd.,KIRLOFERRLR,KIRLOFERRLR,Delisted,R ,-, ,-,-,-,-,-
ENNOREEQLR,Ennore Coke Limited,,,,,,0.05,750387,Ennore Coke Limited,ENNOREEQLR,ENNOREEQLR,Delisted,R ,-, ,-,-,-,-,-
ENNOREWRTLR,Ennore Coke Limited,,,,,,0.05,750388,Ennore Coke Limited,ENNOREWRTLR,ENNOREWRTLR,Delisted,R ,-, ,-,-,-,-,-
BENGALTEALR,Bengal Tea & fabrics Ltd.,,,,,,0.05,750389,Bengal Tea & fabrics Ltd.,BENGALTEALR,BENGALTEALR,Delisted,R ,            , ,-,-,-,-,-
LGBALALR,L.g.Balkrishnan & Bros. Ltd.,,,,,,0.05,750390,L.g.Balkrishnan & Bros. Ltd.,LGBALALR,LGBALALR,Delisted,R ,-, ,-,-,-,-,-
VIMALOILLR,Vimal Oil & Foods Ltd.,,,,,,0.05,750391,Vimal Oil & Foods Ltd.,VIMALOILLR,VIMALOILLR,Delisted,R ,-, ,-,-,-,-,-
UNIPRDCTLR,Uniproducts (India) Ltd.,,,,,,0.05,750392,Uniproducts (India) Ltd.,UNIPRDCTLR,UNIPRDCTLR,Delisted,R ,-, ,-,-,-,-,-
ACGLLR,Automobile Corpn. of Goa Ltd.,,,,,,0.05,750393,Automobile Corpn. of Goa Ltd.,ACGLLR,ACGLLR,Delisted,R ,-, ,-,-,-,-,-
TRENTLTDLR,Trent Ltd [Lakme Ltd],,,,,,0.05,750394,Trent Ltd [Lakme Ltd],TRENTLTDLR,TRENTLTDLR,Delisted,R ,-, ,-,-,-,-,-
INFODRIVELR,Info-Drive Software Ltd.,,,,,,0.05,750395,Info-Drive Software Ltd.,INFODRIVELR,INFODRIVELR,Delisted,R ,-, ,-,-,-,-,-
SRINISHIPLR,SSPDL Limited,,,,,,0.05,750396,SSPDL Limited,SRINISHIPLR,SRINISHIPLR,Delisted,R ,-, ,-,-,-,-,-
ORIENTPAPLR,Orient Paper & Industries Ltd.,,,,,,0.05,750397,Orient Paper & Industries Ltd.,ORIENTPAPLR,ORIENTPAPLR,Delisted,R ,-, ,-,-,-,-,-
SHALIMARLR,Shalimar Productions Ltd.,,,,,,0.05,750398,Shalimar Productions Ltd.,SHALIMARLR,SHALIMARLR,Delisted,R ,            , ,-,-,-,-,-
DAGGERFORLR,Birla Machining & Toolings Limited,,,,,,0.05,750399,Birla Machining & Toolings Limited,DAGGERFORLR,DAGGERFORLR,Delisted,R ,-, ,-,-,-,-,-
KANPURPLALR,Kanpur Plastipack Limited,,,,,,0.05,750400,Kanpur Plastipack Limited,KANPURPLALR,KANPURPLALR,Delisted,R ,-, ,-,-,-,-,-
GTLINFRALR,GTL Infrastructure Limited,,,,,,0.05,750401,GTL Infrastructure Limited,GTLINFRALR,GTLINFRALR,Delisted,R ,-, ,-,-,-,-,-
FORTISFSLR,Dion Global Solutions Limited,,,,,,0.05,750402,Dion Global Solutions Limited,FORTISFSLR,FORTISFSLR,Delisted,R ,-, ,-,-,-,-,-
CHOLAMDBSLR,Cholamandalam Investment and Finance Company Ltd,,,,,,0.05,750403,Cholamandalam Investment and Finance Company Ltd,CHOLAMDBSLR,CHOLAMDBSLR,Delisted,R ,-, ,-,-,-,-,-
ORBITEXPOLR,Orbit Exports Ltd.,,,,,,0.05,750404,Orbit Exports Ltd.,ORBITEXPOLR,ORBITEXPOLR,Delisted,R ,-, ,-,-,-,-,-
FEDMOGULLR,Federal-Mogul Goetze (India) Ltd,,,,,,0.05,750405,Federal-Mogul Goetze (India) Ltd,FEDMOGULLR,FEDMOGULLR,Delisted,R ,-, ,-,-,-,-,-
ITDCEMENTLR,ITD Cementation India Ltd,,,,,,10.00,750406,ITD Cementation India Ltd,ITDCEMENTLR,ITDCEMENTLR,Delisted,R ,-, ,-,-,-,-,-
DICINDIALR,DIC India Ltd,,,,,,0.05,750407,DIC India Ltd,DICINDIALR,DICINDIALR,Delisted,R ,-, ,-,-,-,-,-
SAKTHIFINLR,Sakthi Finance Ltd.,,,,,,0.05,750408,Sakthi Finance Ltd.,SAKTHIFINLR,SAKTHIFINLR,Delisted,R ,-, ,-,-,-,-,-
TATASTLEQLR,TATA STEEL LIMITED,,,,,,0.05,750409,TATA STEEL LIMITED,TATASTLEQLR,TATASTLEQLR,Delisted,R ,-, ,-,-,-,-,-
TATACCPSLR,TATA STEEL LIMITED,,,,,,0.05,750410,TATA STEEL LIMITED,TATACCPSLR,TATACCPSLR,Delisted,R ,-, ,-,-,-,-,-
HINDUSOILLR,Hindustan Oil Exploration Co. Ltd.,,,,,,0.05,750411,Hindustan Oil Exploration Co. Ltd.,HINDUSOILLR,HINDUSOILLR,Delisted,R ,-, ,-,-,-,-,-
FEDERALBKLR,Federal Bank Ltd.,,,,,,0.05,750412,Federal Bank Ltd.,FEDERALBKLR,FEDERALBKLR,Delisted,R ,-, ,-,-,-,-,-
EXIDEINDLR,Exide Industries Ltd.,,,,,,0.05,750413,Exide Industries Ltd.,EXIDEINDLR,EXIDEINDLR,Delisted,R ,-, ,-,-,-,-,-
KHAITANWELR,Spectacle Ventures Limited,,,,,,0.05,750414,Spectacle Ventures Limited,KHAITANWELR,KHAITANWELR,Delisted,R ,-, ,-,-,-,-,-
NANDANEXILR,Nandan Denim Limited,,,,,,0.05,750415,Nandan Denim Limited,NANDANEXILR,NANDANEXILR,Delisted,R ,-, ,-,-,-,-,-
UBENGINELR,UB Engineering Ltd,,,,,,0.05,750416,UB Engineering Ltd,UBENGINELR,UBENGINELR,Delisted,R ,-, ,-,-,-,-,-
STATEBNKLR,State Bank Of India,,,,,,0.05,750417,State Bank Of India,STATEBNKLR,STATEBNKLR,Delisted,R ,-, ,-,-,-,-,-
DLAKSHMILR,Dhanlaxmi Bank Limited,,,,,,0.05,750418,Dhanlaxmi Bank Limited,DLAKSHMILR,DLAKSHMILR,Delisted,R ,-, ,-,-,-,-,-
MUKESHSTLR,Mukesh Steels Ltd.,,,,,,0.05,750419,Mukesh Steels Ltd.,MUKESHSTLR,MUKESHSTLR,Delisted,R ,-, ,-,-,-,-,-
INDHOTEQLR,Indian Hotels Co. Ltd,,,,,,0.05,750420,Indian Hotels Co. Ltd,INDHOTEQLR,INDHOTEQLR,Delisted,R ,-, ,-,-,-,-,-
INDHOTNCDLR,Indian Hotels Co. Ltd,,,,,,0.05,750421,Indian Hotels Co. Ltd,INDHOTNCDLR,INDHOTNCDLR,Delisted,R ,-, ,-,-,-,-,-
BODALCHELR,Bodal Chemicals Ltd,,,,,,0.05,750422,Bodal Chemicals Ltd,BODALCHELR,BODALCHELR,Delisted,R ,-, ,-,-,-,-,-
NETWORK18LR,Network 18 Media & Investments Limited,,,,,,0.05,750423,Network 18 Media & Investments Limited,NETWORK18LR,NETWORK18LR,Delisted,R ,-, ,-,-,-,-,-
GODREJCONLR,Godrej Consumer Products Ltd.,,,,,,0.05,750424,Godrej Consumer Products Ltd.,GODREJCONLR,GODREJCONLR,Delisted,R ,-, ,-,-,-,-,-
VISAGARPOLR,Visagar Polytex Ltd,,,,,,0.05,750425,Visagar Polytex Ltd,VISAGARPOLR,VISAGARPOLR,Delisted,R ,-, ,-,-,-,-,-
FILMCITYMLR,Filmcity Media Ltd.,,,,,,0.05,750426,Filmcity Media Ltd.,FILMCITYMLR,FILMCITYMLR,Delisted,R ,-, ,-,-,-,-,-
UNITDBREWLR,United Breweries Ltd.,,,,,,0.05,750427,United Breweries Ltd.,UNITDBREWLR,UNITDBREWLR,Delisted,R ,-, ,-,-,-,-,-
CENTURYEXLR,Century Extrusions Ltd.,,,,,,0.05,750428,Century Extrusions Ltd.,CENTURYEXLR,CENTURYEXLR,Delisted,R ,-, ,-,-,-,-,-
SANGMEDIALR,Sanguine Media Ltd.,,,,,,0.05,750429,Sanguine Media Ltd.,SANGMEDIALR,SANGMEDIALR,Delisted,R ,-, ,-,-,-,-,-
ENTEGRALR,Entegra Limited,,,,,,0.05,750430,Entegra Limited,ENTEGRALR,ENTEGRALR,Delisted,R ,-, ,-,-,-,-,-
OUDHSUGARLR,Oudh Sugar Mills Ltd.,,,,,,0.05,750431,Oudh Sugar Mills Ltd.,OUDHSUGARLR,OUDHSUGARLR,Delisted,R ,-, ,-,-,-,-,-
JKTYRELR,JK Tyre & Industries Ltd.,,,,,,0.05,750432,JK Tyre & Industries Ltd.,JKTYRELR,JKTYRELR,Delisted,R ,-, ,-,-,-,-,-
FACTENTLR,Fact Enterprise  Limited,,,,,,0.05,750433,Fact Enterprise  Limited,FACTENTLR,FACTENTLR,Delisted,R ,-, ,-,-,-,-,-
HINDALINDLR,Hindalco Industries Ltd.,,,,,,0.05,750434,Hindalco Industries Ltd.,HINDALINDLR,HINDALINDLR,Delisted,R ,-, ,-,-,-,-,-
DAMODARLR,Damodar Industries Limited,,,,,,0.05,750435,Damodar Industries Limited,DAMODARLR,DAMODARLR,Delisted,R ,-, ,-,-,-,-,-
TATAMOEQLR,Tata Motors Ltd.,,,,,,0.05,750436,Tata Motors Ltd.,TATAMOEQLR,TATAMOEQLR,Delisted,R ,-, ,-,-,-,-,-
TATAMOAEQLR,Tata Motors Ltd.,,,,,,0.05,750437,Tata Motors Ltd.,TATAMOAEQLR,TATAMOAEQLR,Delisted,R ,-, ,-,-,-,-,-
SADHANALR,Sadhana Nitrochem Ltd.,,,,,,0.05,750438,Sadhana Nitrochem Ltd.,SADHANALR,SADHANALR,Delisted,R ,-, ,-,-,-,-,-
TATAINVLR,Tata Investment Corporation Ltd.,,,,,,0.05,750439,Tata Investment Corporation Ltd.,TATAINVLR,TATAINVLR,Delisted,R ,-, ,-,-,-,-,-
TAYOROLLSLR,Tayo Rolls Ltd.,,,,,,0.05,750440,Tayo Rolls Ltd.,TAYOROLLSLR,TAYOROLLSLR,Delisted,R ,-, ,-,-,-,-,-
RESTILELR,Restile Ceramics Ltd.,,,,,,0.05,750441,Restile Ceramics Ltd.,RESTILELR,RESTILELR,Delisted,R ,-, ,-,-,-,-,-
UGARSUGARLR,Ugar Sugar Works Ltd.,,,,,,0.05,750442,Ugar Sugar Works Ltd.,UGARSUGARLR,UGARSUGARLR,Delisted,R ,-, ,-,-,-,-,-
FEDEMOGULLR,Federal-Mogul Goetze (India) Ltd,,,,,,0.05,750443,Federal-Mogul Goetze (India) Ltd,FEDEMOGULLR,FEDEMOGULLR,Delisted,R ,-, ,-,-,-,-,-
SUMEETINDLR,Sumeet Industries Ltd,,,,,,0.05,750444,Sumeet Industries Ltd,SUMEETINDLR,SUMEETINDLR,Delisted,R ,-, ,-,-,-,-,-
DISHTVLR,Dish TV India Limited,,,,,,0.05,750445,Dish TV India Limited,DISHTVLR,DISHTVLR,Delisted,R ,-, ,-,-,-,-,-
THOMASCKLR,Thomas Cook (India) Ltd.,,,,,,0.05,750446,Thomas Cook (India) Ltd.,THOMASCKLR,THOMASCKLR,Delisted,R ,-, ,-,-,-,-,-
MULTIPLUSLR,Multiplus Holdings Ltd.,,,,,,0.05,750447,Multiplus Holdings Ltd.,MULTIPLUSLR,MULTIPLUSLR,Delisted,R ,-, ,-,-,-,-,-
MONEYMATTLR,Capri Global Capital Limited,,,,,,0.05,750448,Capri Global Capital Limited,MONEYMATTLR,MONEYMATTLR,Delisted,R ,-, ,-,-,-,-,-
CHEMPLASTLR,Chemplast Sanmar Ltd.,,,,,,0.05,750449,Chemplast Sanmar Ltd.,CHEMPLASTLR,CHEMPLASTLR,Delisted,R ,-, ,-,-,-,-,-
GANGOTRILR,Gangotri Iron & Steel Company Ltd,,,,,,0.05,750450,Gangotri Iron & Steel Company Ltd,GANGOTRILR,GANGOTRILR,Delisted,R ,-, ,-,-,-,-,-
ALOKINDLR,Alok Industries Ltd.,,,,,,0.05,750451,Alok Industries Ltd.,ALOKINDLR,ALOKINDLR,Delisted,R ,-, ,-,-,-,-,-
HIGHENERGLR,High Energy Batteries (India) Ltd.,,,,,,0.05,750452,High Energy Batteries (India) Ltd.,HIGHENERGLR,HIGHENERGLR,Delisted,R ,-, ,-,-,-,-,-
SYNCOMFORLR,Syncom Formulations (India) Ltd.,,,,,,0.05,750453,Syncom Formulations (India) Ltd.,SYNCOMFORLR,SYNCOMFORLR,Delisted,R ,-, ,-,-,-,-,-
NOUVEAULR,Nouveau Global Ventures Limited,,,,,,0.05,750454,Nouveau Global Ventures Limited,NOUVEAULR,NOUVEAULR,Delisted,R ,-, ,-,-,-,-,-
PIRGLASSLR,Piramal Glass Ltd,,,,,,0.05,750455,Piramal Glass Ltd,PIRGLASSLR,PIRGLASSLR,Delisted,R ,-, ,-,-,-,-,-
JMCLR,JMC Projects (india) Ltd.,,,,,,0.05,750456,JMC Projects (india) Ltd.,JMCLR,JMCLR,Delisted,R ,-, ,-,-,-,-,-
TINPLATEQLR,Tinplate Company of India Ltd.,,,,,,0.05,750457,Tinplate Company of India Ltd.,TINPLATEQLR,TINPLATEQLR,Delisted,R ,-, ,-,-,-,-,-
TINPLATEFCD,Tinplate Company of India Ltd.,,,,,,0.05,750458,Tinplate Company of India Ltd.,TINPLATEFCD,TINPLATEFCD,Delisted,R ,-, ,-,-,-,-,-
GREENPLYLR,Greenply Industries Ltd,,,,,,0.05,750459,Greenply Industries Ltd,GREENPLYLR,GREENPLYLR,Delisted,R ,-, ,-,-,-,-,-
PERFECTLR,Perfectpac Limited,,,,,,0.05,750460,Perfectpac Limited,PERFECTLR,PERFECTLR,Delisted,R ,-, ,-,-,-,-,-
TELE18LR,Television Eighteen India Ltd.,,,,,,0.05,750461,Television Eighteen India Ltd.,TELE18LR,TELE18LR,Delisted,R ,-, ,-,-,-,-,-
GREYCELLSLR,IRONWOOD EDUCATION LIMITED,,,,,,0.05,750462,IRONWOOD EDUCATION LIMITED,GREYCELLSLR,GREYCELLSLR,Delisted,R ,-, ,-,-,-,-,-
WIRELR,Siti Networks Limited,,,,,,0.05,750463,Siti Networks Limited,WIRELR,WIRELR,Delisted,R ,-, ,-,-,-,-,-
FORTISLR,Fortis Healthcare Ltd,,,,,,0.05,750464,Fortis Healthcare Ltd,FORTISLR,FORTISLR,Delisted,R ,-, ,-,-,-,-,-
MORARJEELR,Morarjee Textiles Limited,,,,,,0.05,750465,Morarjee Textiles Limited,MORARJEELR,MORARJEELR,Delisted,R ,-, ,-,-,-,-,-
IMPEXLR,Impex Ferro tech Ltd.,,,,,,0.05,750466,Impex Ferro tech Ltd.,IMPEXLR,IMPEXLR,Delisted,R ,-, ,-,-,-,-,-
CITYUNIONLR,City Union Bank Ltd,,,,,,0.05,750467,City Union Bank Ltd,CITYUNIONLR,CITYUNIONLR,Delisted,R ,-, ,-,-,-,-,-
INFOMEDIALR,Infomedia Press Limited,,,,,,0.05,750468,Infomedia Press Limited,INFOMEDIALR,INFOMEDIALR,Delisted,R ,-, ,-,-,-,-,-
RELIGARELR,Religare Enterprises Ltd,,,,,,0.05,750469,Religare Enterprises Ltd,RELIGARELR,RELIGARELR,Delisted,R ,-, ,-,-,-,-,-
JAYSHREELR,Jayshree Chemicals Ltd.,,,,,,0.05,750470,Jayshree Chemicals Ltd.,JAYSHREELR,JAYSHREELR,Delisted,R ,-, ,-,-,-,-,-
SWARAJLR,SML ISUZU LIMITED,,,,,,0.05,750471,SML ISUZU LIMITED,SWARAJLR,SWARAJLR,Delisted,R ,-, ,-,-,-,-,-
APPMILLSLR,ANDHRA PAPER LIMITED,,,,,,0.05,750472,ANDHRA PAPER LIMITED,APPMILLSLR,APPMILLSLR,Delisted,R ,-, ,-,-,-,-,-
ARIHANTLR,Arihant Superstructures Limited,,,,,,0.05,750473,Arihant Superstructures Limited,ARIHANTLR,ARIHANTLR,Delisted,R ,-, ,-,-,-,-,-
IBN18LR,TV18 Broadcast Ltd.,,,,,,0.05,750474,TV18 Broadcast Ltd.,IBN18LR,IBN18LR,Delisted,R ,-, ,-,-,-,-,-
INTELLCAPLR,GOURMET GATEWAY INDIA LIMITED,,,,,,0.05,750475,GOURMET GATEWAY INDIA LIMITED,INTELLCAPLR,INTELLCAPLR,Delisted,R ,-, ,-,-,-,-,-
TULIVEDEVLR,Tulive Developers Limited,,,,,,0.05,750476,Tulive Developers Limited,TULIVEDEVLR,TULIVEDEVLR,Delisted,R ,-, ,-,-,-,-,-
HINDUJAFOLR,Hinduja Foundries Ltd,,,,,,0.05,750477,Hinduja Foundries Ltd,HINDUJAFOLR,HINDUJAFOLR,Delisted,R ,-, ,-,-,-,-,-
VIDEOCONLR,Videocon Industries Ltd.,,,,,,0.05,750478,Videocon Industries Ltd.,VIDEOCONLR,VIDEOCONLR,Delisted,R ,-, ,-,-,-,-,-
ADANIENTLR,Adani Enterprises Ltd.,,,,,,0.05,750479,Adani Enterprises Ltd.,ADANIENTLR,ADANIENTLR,Delisted,R ,-, ,-,-,-,-,-
PREMIERLR,Premier Energy and Infrastructure  Limited,,,,,,0.05,750480,Premier Energy and Infrastructure  Limited,PREMIERLR,PREMIERLR,Delisted,R ,-, ,-,-,-,-,-
SUZLONLR,SUZLON ENERGY LTD.,,,,,,0.05,750481,SUZLON ENERGY LTD.,SUZLONLR,SUZLONLR,Delisted,R ,-, ,-,-,-,-,-
COMFORTLR,Comfort Intech Ltd,,,,,,0.05,750482,Comfort Intech Ltd,COMFORTLR,COMFORTLR,Delisted,R ,-, ,-,-,-,-,-
REIAGROLR,Rei Agro Ltd.,,,,,,0.05,750483,Rei Agro Ltd.,REIAGROLR,REIAGROLR,Delisted,R ,-, ,-,-,-,-,-
ECEINDLR,ECE Industries Ltd.,,,,,,0.05,750484,ECE Industries Ltd.,ECEINDLR,ECEINDLR,Delisted,R ,-, ,-,-,-,-,-
TRENTRLR,Trent Ltd [Lakme Ltd],,,,,,0.05,750485,Trent Ltd [Lakme Ltd],TRENTRLR,TRENTRLR,Delisted,R ,-, ,-,-,-,-,-
GULFOILLR,GOCL Corporation Limited,,,,,,0.05,750486,GOCL Corporation Limited,GULFOILLR,GULFOILLR,Delisted,R ,-, ,-,-,-,-,-
CAMFINELR,Camlin Fine Sciences Ltd,,,,,,0.05,750487,Camlin Fine Sciences Ltd,CAMFINELR,CAMFINELR,Delisted,R ,-, ,-,-,-,-,-
SADBHAVLR,Sadbhav Engineering Ltd.,,,,,,0.05,750488,Sadbhav Engineering Ltd.,SADBHAVLR,SADBHAVLR,Delisted,R ,-, ,-,-,-,-,-
SBMLR,State Bank Of Mysore,,,,,,0.05,750489,State Bank Of Mysore,SBMLR,SBMLR,Delisted,R ,-, ,-,-,-,-,-
ROHITLR,ROHIT FERRO-TECH LTD.,,,,,,0.05,750490,ROHIT FERRO-TECH LTD.,ROHITLR,ROHITLR,Delisted,R ,-, ,-,-,-,-,-
RAMKASHLR,Gemmia Oiltech (India) Ltd,,,,,,0.05,750491,Gemmia Oiltech (India) Ltd,RAMKASHLR,RAMKASHLR,Delisted,R ,-, ,-,-,-,-,-
MURUDCELR,Murudeshwar Ceramics Ltd.,,,,,,0.05,750492,Murudeshwar Ceramics Ltd.,MURUDCELR,MURUDCELR,Delisted,R ,-, ,-,-,-,-,-
JYOTISTLR,Jyoti Structures Ltd.,,,,,,0.05,750493,Jyoti Structures Ltd.,JYOTISTLR,JYOTISTLR,Delisted,R ,-, ,-,-,-,-,-
KMCSHILLR,KMC Speciality Hospitals India Limited,,,,,,0.05,750494,KMC Speciality Hospitals India Limited,KMCSHILLR,KMCSHILLR,Delisted,R ,-, ,-,-,-,-,-
EIHLR,EIH Ltd,,,,,,0.05,750495,EIH Ltd,EIHLR,EIHLR,Delisted,R ,-, ,-,-,-,-,-
KARBANKLR,Karnataka Bank Ltd.,,,,,,0.05,750496,Karnataka Bank Ltd.,KARBANKLR,KARBANKLR,Delisted,R ,-, ,-,-,-,-,-
ARROWTEXLR,Arrow Textiles Limited,,,,,,0.05,750497,Arrow Textiles Limited,ARROWTEXLR,ARROWTEXLR,Delisted,R ,-, ,-,-,-,-,-
CBILR,Central Bank of India,,,,,,0.05,750498,Central Bank of India,CBILR,CBILR,Delisted,R ,-, ,-,-,-,-,-
TULSYANLR,Tulsyan NEC Ltd,,,,,,0.05,750499,Tulsyan NEC Ltd,TULSYANLR,TULSYANLR,Delisted,R ,-, ,-,-,-,-,-
SBBJLR,State Bank of Bikaner & Jaipur,,,,,,0.05,750500,State Bank of Bikaner & Jaipur,SBBJLR,SBBJLR,Delisted,R ,-, ,-,-,-,-,-
KRYPTONLR,Krypton Industries Ltd,,,,,,0.05,750501,Krypton Industries Ltd,KRYPTONLR,KRYPTONLR,Delisted,R ,-, ,-,-,-,-,-
ASALLR,Automotive Stampings and Assemblies Ltd.,,,,,,0.05,750503,Automotive Stampings and Assemblies Ltd.,ASALLR,ASALLR,Delisted,R ,-, ,-,-,-,-,-
BAMPSLLR,Bampsl Securities Ltd.,,,,,,0.05,750504,Bampsl Securities Ltd.,BAMPSLLR,BAMPSLLR,Delisted,R ,-, ,-,-,-,-,-
MUTHTFNLR,Muthoot Capital Services Ltd.,,,,,,0.05,750505,Muthoot Capital Services Ltd.,MUTHTFNLR,MUTHTFNLR,Delisted,R ,-, ,-,-,-,-,-
ELFORGELR,El Forge Ltd.,,,,,,0.05,750506,El Forge Ltd.,ELFORGELR,ELFORGELR,Delisted,R ,-, ,-,-,-,-,-
JKPPRLR,JK Paper Ltd.,,,,,,0.05,750507,JK Paper Ltd.,JKPPRLR,JKPPRLR,Delisted,R ,-, ,-,-,-,-,-
ARVINDLR,Arvind International ltd.,,,,,,0.05,750508,Arvind International ltd.,ARVINDLR,ARVINDLR,Delisted,R ,-, ,-,-,-,-,-
VELHOLR,Velan Hotels Ltd.,,,,,,0.05,750509,Velan Hotels Ltd.,VELHOLR,VELHOLR,Delisted,R ,-, ,-,-,-,-,-
ATULAUTOLR,Atul Auto Limited,,,,,,0.05,750510,Atul Auto Limited,ATULAUTOLR,ATULAUTOLR,Delisted,R ,-, ,-,-,-,-,-
BAJAJHINDLR,Bajaj Hindusthan Sugar Limited,,,,,,0.05,750511,Bajaj Hindusthan Sugar Limited,BAJAJHINDLR,BAJAJHINDLR,Delisted,R ,-, ,-,-,-,-,-
VELJANDENLR,Veljan Denison Limited,,,,,,0.05,750512,Veljan Denison Limited,VELJANDENLR,VELJANDENLR,Delisted,R ,-, ,-,-,-,-,-
FAMEINDIALR,Fame India Ltd,,,,,,0.05,750513,Fame India Ltd,FAMEINDIALR,FAMEINDIALR,Delisted,R ,-, ,-,-,-,-,-
AAREYDRUGLR,Aarey Drugs & Pharmaceuticals Ltd,,,,,,0.05,750514,Aarey Drugs & Pharmaceuticals Ltd,AAREYDRUGLR,AAREYDRUGLR,Delisted,R ,-, ,-,-,-,-,-
ARCPRLR,Arrow Greentech Limited,,,,,,0.05,750515,Arrow Greentech Limited,ARCPRLR,ARCPRLR,Delisted,R ,NA          , ,-,-,-,-,-
GAYATRIPRLR,Gayatri Projects Limited,,,,,,0.05,750516,Gayatri Projects Limited,GAYATRIPRLR,GAYATRIPRLR,Delisted,R ,0           , ,-,-,-,-,-
LGBFORGELR,LGB Forge Limited,,,,,,0.05,750517,LGB Forge Limited,LGBFORGELR,LGBFORGELR,Delisted,R ,-, ,-,-,-,-,-
NEULANDLR,Neuland Laboratories Limited.,,,,,,0.05,750518,Neuland Laboratories Limited.,NEULANDLR,NEULANDLR,Delisted,R ,NA          , ,-,-,-,-,-
ARIHANTSLR,Arihant Superstructures Limited,,,,,,0.05,750519,Arihant Superstructures Limited,ARIHANTSLR,ARIHANTSLR,Delisted,R ,-, ,-,-,-,-,-
EPCINLR,MAHINDRA EPC IRRIGATION LIMITED,,,,,,0.05,750520,MAHINDRA EPC IRRIGATION LIMITED,EPCINLR,EPCINLR,Delisted,R ,NA          , ,-,-,-,-,-
NATIONALOXY,National Oxygen Ltd.,,,,,,0.05,750521,National Oxygen Ltd.,NATIONALOXY,NATIONAL OXY,Delisted,R ,-, ,-,-,-,-,-
SUNPARMALR,Sun Pharma Advanced Research Company Ltd.,,,,,,0.05,750522,Sun Pharma Advanced Research Company Ltd.,SUNPARMALR,SUN PARMALR,Delisted,R ,-, ,-,-,-,-,-
NETWORK18R,Network 18 Media & Investments Limited,,,,,,0.05,750523,Network 18 Media & Investments Limited,NETWORK18R,NETWORK18LR,Delisted,R ,            , ,-,-,-,-,-
UTTAMSUGRLR,Uttam Sugar Mills Ltd,,,,,,0.05,750524,Uttam Sugar Mills Ltd,UTTAMSUGRLR,UTTAMSUGRLR,Delisted,R ,-, ,-,-,-,-,-
SUDITILR,Suditi Industries Ltd.,,,,,,0.05,750525,Suditi Industries Ltd.,SUDITILR,SUDITILR,Delisted,R ,-, ,-,-,-,-,-
BAJAJFINSLR,Bajaj Finserv Limited,,,,,,0.05,750526,Bajaj Finserv Limited,BAJAJFINSLR,BAJAJFINSLR,Delisted,R ,-, ,-,-,-,-,-
TV18BRDCSTR,TV18 Broadcast Ltd.,,,,,,0.05,750527,TV18 Broadcast Ltd.,TV18BRDCSTR,TV18BRDCSTR,Delisted,R ,-, ,-,-,-,-,-
EIHASSOLR,EIH Associated Hotels Ltd.,,,,,,0.05,750528,EIH Associated Hotels Ltd.,EIHASSOLR,EIHASSOLR,Delisted,R ,-, ,-,-,-,-,-
CITYUNIBKLR,City Union Bank Ltd,,,,,,0.05,750529,City Union Bank Ltd,CITYUNIBKLR,CITYUNIBKLR,Delisted,R ,-, ,-,-,-,-,-
BHUSHANSTLR,TATA STEEL BSL LIMITED,,,,,,0.05,750530,TATA STEEL BSL LIMITED,BHUSHANSTLR,BHUSHANSTLR,Delisted,R ,-, ,-,-,-,-,-
BAJFINANCER,Bajaj Finance Limited,,,,,,0.05,750531,Bajaj Finance Limited,BAJFINANCER,Bajaj Finance Ltd,Delisted,R ,-, ,-,-,-,-,-
HITACHILR,Johnson Controls-Hitachi Air Conditioning India Ltd.,,,,,,0.05,750532,Johnson Controls-Hitachi Air Conditioning India Ltd.,HITACHILR,HITACHILR,Delisted,R ,-, ,-,-,-,-,-
MEDIAMATLR,Media Matrix Worldwide Ltd.,,,,,,0.05,750533,Media Matrix Worldwide Ltd.,MEDIAMATLR,MEDIAMATLR,Delisted,R ,-, ,-,-,-,-,-
ALOKINDSLR,Alok Industries Ltd.,,,,,,0.05,750534,Alok Industries Ltd.,ALOKINDSLR,ALOKINDSLR,Delisted,R ,-, ,-,-,-,-,-
KESORAMLR,Kesoram Industries Ltd,,,,,,0.05,750535,Kesoram Industries Ltd,KESORAMLR,Kesoram Industries Ltd,Delisted,R ,-, ,-,-,-,-,-
DALALSTLR,Dalal Street Investments Ltd.,,,,,,0.05,750536,Dalal Street Investments Ltd.,DALALSTLR,Dalal Street Investments Ltd,Delisted,R ,-, ,-,-,-,-,-
RELMEDIALR,Reliance MediaWorks Limited,,,,,,0.05,750537,Reliance MediaWorks Limited,RELMEDIALR,Reliance MediaWorks Ltd,Delisted,R ,-, ,-,-,-,-,-
KOKUYOLR,Kokuyo Camlin Ltd,,,,,,0.05,750538,Kokuyo Camlin Ltd,KOKUYOLR,Kokuyo Camlin Ltd,Delisted,R ,-, ,-,-,-,-,-
ASAHILR,Asahi India Glass Ltd.,,,,,,0.05,750539,Asahi India Glass Ltd.,ASAHILR,Asahi India Glass Ltd,Delisted,R ,-, ,-,-,-,-,-
